day,level,hour,visitors
14,1,6,1.0
14,10,6,17.0
14,11,6,9.0
14,12,6,9.0
14,13,6,10.0
14,14,6,5.0
14,15,6,19.0
14,16,6,9.0
14,17,6,18.0
14,2,6,5.0
14,3,6,8.0
14,4,6,8.0
14,5,6,7.0
14,6,6,9.0
14,7,6,7.0
14,8,6,9.0
14,9,6,14.0
14,B1,6,1.0
14,DH,6,36.0
