day,level,hour,visitors
14,1,6,17.0
14,2,6,15.0
14,3,6,26.0
14,4,6,28.0
14,5,6,34.0
14,6,6,68.0
14,7,6,10.0
14,B1,6,19.0
14,B2,6,14.0
