day,level,hour,visitors
14,1,6,19.0
14,2,6,20.0
14,3,6,24.0
14,4,6,11.0
14,5,6,22.0
14,6,6,21.0
14,7,6,15.0
14,B1,6,36.0
14,B2,6,58.0
