day,level,hour,staff
14,1,6,81
14,10,6,195
14,11,6,99
14,12,6,155
14,13,6,253
14,14,6,76
14,15,6,163
14,16,6,115
14,17,6,133
14,18,6,220
14,19,6,75
14,2,6,118
14,20,6,120
14,21,6,119
14,22,6,206
14,23,6,136
14,24,6,132
14,25,6,102
14,3,6,157
14,4,6,98
14,5,6,250
14,6,6,223
14,7,6,392
14,8,6,78
14,9,6,165
