day,level,hour,visitors
14,1,6,17.0
14,10,6,17.0
14,11,6,10.0
14,12,6,17.0
14,13,6,15.0
14,2,6,16.0
14,3,6,27.0
14,4,6,20.0
14,5,6,32.0
14,6,6,40.0
14,7,6,39.0
14,8,6,33.0
14,9,6,18.0
