day,level,hour,visitors
14,1,6,98.0
14,2,6,138.0
14,3,6,109.0
14,4,6,102.0
14,5,6,77.0
14,6,6,67.0
14,7,6,46.0
14,8,6,16.0
14,B1,6,49.0
