day,level,hour,visitors
14,1,6,28.0
14,10,6,74.0
14,11,6,55.0
14,12,6,37.0
14,13,6,65.0
14,2,6,32.0
14,3,6,40.0
14,4,6,32.0
14,5,6,43.0
14,6,6,66.0
14,7,6,57.0
14,8,6,81.0
14,9,6,75.0
