day,level,hour,visitors
14,1,6,37.0
14,2,6,12.0
14,3,6,11.0
14,4,6,19.0
14,5,6,5.0
14,6,6,13.0
14,7,6,19.0
14,B1,6,28.0
14,B2,6,12.0
