day,level,hour,unique devices
14,1,6,59
14,10,6,156
14,11,6,90
14,12,6,100
14,13,6,132
14,2,6,72
14,3,6,76
14,4,6,56
14,5,6,85
14,6,6,110
14,7,6,109
14,8,6,132
14,9,6,125
