day,level,hour,unique devices
14,1,6,17
14,10,6,228
14,11,6,154
14,12,6,381
14,13,6,347
14,14,6,112
14,15,6,146
14,16,6,107
14,17,6,127
14,18,6,132
14,19,6,150
14,2,6,335
14,20,6,72
14,21,6,92
14,22,6,60
14,23,6,215
14,24,6,95
14,25,6,75
14,3,6,238
14,4,6,226
14,5,6,249
14,6,6,252
14,7,6,356
14,8,6,149
14,9,6,152
