day,hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
14,6,17,335,238,226,249,252,356,149,152,228,154,381,347,112,146,107,127,132,150,72,92,60,215,95,75
