day,level,hour,staff
14,1,6,30
14,10,6,23
14,11,6,27
14,12,6,39
14,13,6,29
14,2,6,40
14,3,6,42
14,4,6,51
14,5,6,75
14,6,6,78
14,7,6,93
14,8,6,45
14,9,6,54
