day,level,hour,visitors
14,1,6,16.0
14,2,6,12.0
14,3,6,25.0
14,4,6,22.0
14,5,6,23.0
14,6,6,30.0
14,7,6,22.0
14,B1,6,8.0
14,B2,6,59.0
