day,level,hour,unique devices
14,10,6,45
14,11,6,66
14,12,6,49
14,13,6,168
14,14,6,54
14,15,6,80
14,16,6,130
14,17,6,69
14,18,6,56
14,19,6,129
14,20,6,51
14,21,6,40
14,3,6,24
14,4,6,62
14,5,6,60
14,6,6,48
14,7,6,26
14,8,6,116
14,9,6,71
14,LearnLobeL2,6,2
14,MPH,6,22
