day,level,hour,unique devices
14,1,6,123
14,10,6,220
14,11,6,170
14,12,6,214
14,13,6,374
14,14,6,103
14,15,6,211
14,16,6,194
14,17,6,163
14,18,6,243
14,19,6,96
14,2,6,183
14,20,6,167
14,21,6,173
14,22,6,254
14,23,6,186
14,24,6,155
14,25,6,111
14,3,6,330
14,4,6,211
14,5,6,389
14,6,6,392
14,7,6,488
14,8,6,97
14,9,6,203
