day,level,hour,unique devices
14,1,6,21
14,10,6,99
14,11,6,63
14,12,6,46
14,2,6,80
14,3,6,72
14,4,6,94
14,5,6,136
14,6,6,279
14,7,6,154
14,8,6,61
14,9,6,106
