day,level,hour,unique devices
14,1,6,25
14,10,6,135
14,11,6,151
14,12,6,120
14,13,6,106
14,2,6,66
14,3,6,99
14,4,6,141
14,5,6,155
14,6,6,180
14,7,6,84
14,8,6,200
14,9,6,189
