day,level,hour,visitors
14,1,6,46.0
14,2,6,36.0
14,3,6,41.0
14,4,6,18.0
14,5,6,19.0
14,6,6,27.0
14,7,6,1.0
14,B1,6,11.0
14,B2,6,13.0
