day,level,hour,visitors
14,1,6,55.0
14,2,6,87.0
14,3,6,71.0
14,4,6,94.0
14,5,6,37.0
14,6,6,22.0
14,7,6,14.0
14,B1,6,34.0
14,B2,6,22.0
