day,level,hour,staff
14,1,6,4
14,10,6,126
14,11,6,181
14,12,6,26
14,13,6,21
14,14,6,85
14,15,6,23
14,16,6,126
14,17,6,50
14,2,6,42
14,3,6,45
14,4,6,89
14,5,6,20
14,6,6,26
14,7,6,45
14,8,6,63
14,9,6,73
14,B1,6,0
14,DH,6,57
