day,hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
14,6,9,99,91,45,63,52,73,15,27,28,27,188,145,32,18,22,32,41,34,20,30,13,18,24,11
