day,level,hour,staff
14,1,6,13
14,10,6,68
14,11,6,74
14,12,6,59
14,13,6,47
14,2,6,44
14,3,6,43
14,4,6,74
14,5,6,75
14,6,6,78
14,7,6,33
14,8,6,114
14,9,6,81
