day,level,hour,visitors
14,1,6,20.0
14,2,6,9.0
14,3,6,29.0
14,4,6,45.0
14,5,6,23.0
14,6,6,33.0
14,7,6,12.0
14,B1,6,31.0
14,B2,6,14.0
