day,level,hour,visitors
14,1,6,57.0
14,2,6,67.0
14,3,6,56.0
14,4,6,43.0
14,5,6,61.0
14,6,6,38.0
14,7,6,31.0
14,8,6,39.0
14,B1,6,23.0
