day,level,hour,staff
14,1,6,11
14,10,6,59
14,11,6,39
14,12,6,34
14,2,6,55
14,3,6,47
14,4,6,68
14,5,6,95
14,6,6,255
14,7,6,89
14,8,6,31
14,9,6,78
