day,level,hour,visitors
14,1,6,17.0
14,2,6,32.0
14,3,6,26.0
14,4,6,49.0
14,5,6,43.0
14,6,6,47.0
14,7,6,60.0
14,8,6,13.0
14,B1,6,13.0
