day,level,hour,visitors
14,1,6,12.0
14,10,6,67.0
14,11,6,77.0
14,12,6,61.0
14,13,6,59.0
14,2,6,22.0
14,3,6,56.0
14,4,6,67.0
14,5,6,80.0
14,6,6,102.0
14,7,6,51.0
14,8,6,86.0
14,9,6,108.0
