day,hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
14,6,8,236,147,181,186,200,283,134,125,200,127,193,202,80,128,85,95,91,116,52,62,47,197,71,64
