day,level,hour,staff
14,1,6,8
14,10,6,200
14,11,6,127
14,12,6,193
14,13,6,202
14,14,6,80
14,15,6,128
14,16,6,85
14,17,6,95
14,18,6,91
14,19,6,116
14,2,6,236
14,20,6,52
14,21,6,62
14,22,6,47
14,23,6,197
14,24,6,71
14,25,6,64
14,3,6,147
14,4,6,181
14,5,6,186
14,6,6,200
14,7,6,283
14,8,6,134
14,9,6,125
