day,level,hour,unique devices
14,1,6,5
14,10,6,143
14,11,6,190
14,12,6,35
14,13,6,31
14,14,6,90
14,15,6,42
14,16,6,135
14,17,6,68
14,2,6,47
14,3,6,53
14,4,6,97
14,5,6,27
14,6,6,35
14,7,6,52
14,8,6,72
14,9,6,87
14,B1,6,1
14,DH,6,93
