day,level,hour,visitors
14,1,6,45.0
14,2,6,28.0
14,3,6,65.0
14,4,6,67.0
14,5,6,66.0
14,6,6,18.0
14,7,6,34.0
14,8,6,39.0
14,B1,6,67.0
