day,level,hour,staff
14,1,6,31
14,10,6,82
14,11,6,35
14,12,6,63
14,13,6,67
14,2,6,40
14,3,6,36
14,4,6,24
14,5,6,42
14,6,6,44
14,7,6,52
14,8,6,51
14,9,6,50
