day,hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
14,6,42,65,173,113,139,169,96,19,38,25,71,59,121,27,48,79,30,23,21,47,54,48,50,23,9
