day,level,hour,visitors
14,1,6,42.0
14,10,6,25.0
14,11,6,71.0
14,12,6,59.0
14,13,6,121.0
14,14,6,27.0
14,15,6,48.0
14,16,6,79.0
14,17,6,30.0
14,18,6,23.0
14,19,6,21.0
14,2,6,65.0
14,20,6,47.0
14,21,6,54.0
14,22,6,48.0
14,23,6,50.0
14,24,6,23.0
14,25,6,9.0
14,3,6,173.0
14,4,6,113.0
14,5,6,139.0
14,6,6,169.0
14,7,6,96.0
14,8,6,19.0
14,9,6,38.0
