day,level,hour,unique devices
14,1,6,183
14,10,6,217
14,11,6,79
14,12,6,169
14,13,6,327
14,14,6,41
14,15,6,83
14,16,6,57
14,17,6,88
14,18,6,131
14,19,6,131
14,20,6,83
14,21,6,37
14,3,6,9
14,4,6,70
14,5,6,72
14,6,6,72
14,7,6,62
14,8,6,56
14,9,6,38
14,LearnLobeL1,6,1
14,MPH,6,3
