day,level,hour,visitors
14,10,6,10.0
14,2,6,47.0
14,3,6,29.0
14,4,6,24.0
14,5,6,24.0
14,6,6,19.0
14,7,6,24.0
14,8,6,20.0
14,9,6,24.0
