day,level,hour,visitors
14,1,6,49.0
14,2,6,54.0
14,3,6,49.0
14,4,6,53.0
14,5,6,50.0
14,6,6,49.0
14,7,6,30.0
14,B1,6,52.0
14,B2,6,9.0
